fecha,codigo_indicador,indicador,formato,sistema_financiero,banca_publica,banca_privada,banca_nacional,banca_extranjera,companias_financieras
2018-12,800010201290,AG29 - Efectivo y Dep�sito en Bancos / Activo (%),P,25.11,,,,,
2018-12,800010300010,E1 - Absorci�n de Gastos de Ad. con Vol�men de Negocio (%),P,4.46,,,,,
2018-12,800010300020,E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),P,65.95,,,,,
2018-12,800010300040,E4 - Dep�sitos por Empleado (en millones de pesos),N,37.06,,,,,
2018-12,800010300050,E5 - Financiaciones por Empleado (en millones de pesos),N,20.6,,,,,
2018-12,800010400010,R1 - Rendimiento Anual del Patrimonio ( ROE) (%),P,35.98,,,,,
2018-12,800010400020,R2 - Rendimiento Ordinario del Patrimonio (%),P,37.78,,,,,
2018-12,800010400080,R8 - Tasa Implicita Pr�stamos Totales (%),P,23.66,,,,,
2018-12,800010400090,R9 - Tasa Implicita Dep�sitos Totales (%),P,12.33,,,,,
2018-12,800010400170,R17 - Gastos en Personal / Gastos de Administraci�n (%),P,53.33,,,,,
2018-12,800010401010,RG1 - Retorno sobre Activos ( ROA) (%),P,3.93,,,,,
2018-12,800010401020,RG2 - Ingresos Financieros Netos / Activo  (%),P,9.82,,,,,
2018-12,800010401030,RG3 - Cargos por Incobrabilidad / Activo  (%),P,1.33,,,,,
2018-12,800010401040,RG4 - Ingresos Netos por Servicios / Activo  (%),P,1.9,,,,,
2018-12,800010401050,RG5 - Gastos de Administraci�n / Activo  (%),P,6.26,,,,,
2018-12,800010401150,RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),P,5.29,,,,,
2018-12,800010500010,L1 - Liquidez Total con Posici�n de Call (%),P,35.65,,,,,
2018-12,800010500080,L8_II - Liquidez Total (%),P,35.42,,,,,
2018-12,800010500090,L9 - Liquidez Inmediata (Ef. y dep en bcos + IRM x Pases)(%),P,50.87,,,,,
2019-01,800010100010,C1 - Apalancamiento (en veces),N,7.86,,,,,
2019-01,800010100020,C2 - P�rdida Potencial de Cartera en Situaci�n 2 a 6 (%),P,5.41,,,,,
2019-01,800010100030,C3 - P�rdida Potencial de Cartera en Situaci�n 3 a 6 (%),P,-1.66,,,,,
2019-01,800010200090,A9 - Total Cartera Irregular / Total Financiaciones (%),P,3.23,,,,,
2019-01,800010200110,A11 - Cartera Irregular Sector Privado (%),P,3.39,,,,,
2019-01,800010200120,A12 - Participaci�n Cartera Comercial Sector Privado (%),P,55.04,,,,,
2019-01,800010200130,A13 - Participaci�n Cartera Consumo Sector Privado (%),P,45.25,,,,,
2019-01,800010200140,A14 - Previsiones sobre Cartera Irregular Total (%),P,112.48,,,,,
2019-01,800010200160,A16 - Cartera Irregular Consumo Sector Privado (%),P,4.19,,,,,
2019-01,800010200170,A17 - Cartera Irregular Comercial Sector Privado (%),P,2.72,,,,,
2019-01,800010200210,A21 - Posici�n de Previsiones M�nimas (%),P,55.82,,,,,
2019-01,800010201030,AG3 - Importancia de Cartera Vencida del Sector Privado (%),P,2.35,,,,,
2019-01,800010201290,AG29 - Efectivo y Dep�sito en Bancos / Activo (%),P,22.92,,,,,
2019-01,800010300010,E1 - Absorci�n de Gastos de Ad. con Vol�men de Negocio (%),P,4.61,,,,,
2019-01,800010300020,E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),P,65.56,,,,,
2019-01,800010300040,E4 - Dep�sitos por Empleado (en millones de pesos),N,37.21,,,,,
2019-01,800010300050,E5 - Financiaciones por Empleado (en millones de pesos),N,20.38,,,,,
2019-01,800010400010,R1 - Rendimiento Anual del Patrimonio ( ROE) (%),P,38.92,,,,,
2019-01,800010400020,R2 - Rendimiento Ordinario del Patrimonio (%),P,37.54,,,,,
2019-01,800010400080,R8 - Tasa Implicita Pr�stamos Totales (%),P,24.22,,,,,
2019-01,800010400090,R9 - Tasa Implicita Dep�sitos Totales (%),P,13.29,,,,,
2019-01,800010400170,R17 - Gastos en Personal / Gastos de Administraci�n (%),P,53.1,,,,,
2019-01,800010401010,RG1 - Retorno sobre Activos ( ROA) (%),P,4.23,,,,,
2019-01,800010401020,RG2 - Ingresos Financieros Netos / Activo  (%),P,9.75,,,,,
2019-01,800010401030,RG3 - Cargos por Incobrabilidad / Activo  (%),P,1.37,,,,,
2019-01,800010401040,RG4 - Ingresos Netos por Servicios / Activo  (%),P,1.92,,,,,
2019-01,800010401050,RG5 - Gastos de Administraci�n / Activo  (%),P,6.22,,,,,
2019-01,800010401150,RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),P,5.62,,,,,
2019-01,800010500010,L1 - Liquidez Total con Posici�n de Call (%),P,33.31,,,,,
2019-01,800010500080,L8_II - Liquidez Total (%),P,33.11,,,,,
2019-01,800010500090,L9 - Liquidez Inmediata (Ef. y dep en bcos + IRM x Pases)(%),P,50.47,,,,,
2019-02,800010100010,C1 - Apalancamiento (en veces),N,7.81,,,,,
2019-02,800010100020,C2 - P�rdida Potencial de Cartera en Situaci�n 2 a 6 (%),P,8.34,,,,,
2019-02,800010100030,C3 - P�rdida Potencial de Cartera en Situaci�n 3 a 6 (%),P,1.37,,,,,
2019-02,800010200090,A9 - Total Cartera Irregular / Total Financiaciones (%),P,4.14,,,,,
2019-02,800010200110,A11 - Cartera Irregular Sector Privado (%),P,4.05,,,,,
2019-02,800010200120,A12 - Participaci�n Cartera Comercial Sector Privado (%),P,55.56,,,,,
2019-02,800010200130,A13 - Participaci�n Cartera Consumo Sector Privado (%),P,44.74,,,,,
2019-02,800010200140,A14 - Previsiones sobre Cartera Irregular Total (%),P,91.94,,,,,
2019-02,800010200160,A16 - Cartera Irregular Consumo Sector Privado (%),P,4.39,,,,,
2019-02,800010200170,A17 - Cartera Irregular Comercial Sector Privado (%),P,3.76,,,,,
2019-02,800010200210,A21 - Posici�n de Previsiones M�nimas (%),P,35.35,,,,,
2019-02,800010201030,AG3 - Importancia de Cartera Vencida del Sector Privado (%),P,2.93,,,,,
2019-02,800010201290,AG29 - Efectivo y Dep�sito en Bancos / Activo (%),P,24.05,,,,,
2019-02,800010300010,E1 - Absorci�n de Gastos de Ad. con Vol�men de Negocio (%),P,4.69,,,,,
2019-02,800010300020,E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),P,63.31,,,,,
2019-02,800010300040,E4 - Dep�sitos por Empleado (en millones de pesos),N,38.04,,,,,
2019-02,800010300050,E5 - Financiaciones por Empleado (en millones de pesos),N,20.68,,,,,
2019-02,800010400010,R1 - Rendimiento Anual del Patrimonio ( ROE) (%),P,40.29,,,,,
2019-02,800010400020,R2 - Rendimiento Ordinario del Patrimonio (%),P,36.5,,,,,
2019-02,800010400080,R8 - Tasa Implicita Pr�stamos Totales (%),P,24.69,,,,,
2019-02,800010400090,R9 - Tasa Implicita Dep�sitos Totales (%),P,13.91,,,,,
2019-02,800010400170,R17 - Gastos en Personal / Gastos de Administraci�n (%),P,52.97,,,,,
2019-02,800010401010,RG1 - Retorno sobre Activos ( ROA) (%),P,4.34,,,,,
2019-02,800010401020,RG2 - Ingresos Financieros Netos / Activo  (%),P,9.66,,,,,
2019-02,800010401030,RG3 - Cargos por Incobrabilidad / Activo  (%),P,1.45,,,,,
2019-02,800010401040,RG4 - Ingresos Netos por Servicios / Activo  (%),P,1.92,,,,,
2019-02,800010401050,RG5 - Gastos de Administraci�n / Activo  (%),P,6.21,,,,,
2019-02,800010401150,RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),P,5.8,,,,,
2019-02,800010500010,L1 - Liquidez Total con Posici�n de Call (%),P,34.63,,,,,
2019-02,800010500080,L8_II - Liquidez Total (%),P,34.41,,,,,
2019-02,800010500090,L9 - Liquidez Inmediata (Ef. y dep en bcos + IRM x Pases)(%),P,52.11,,,,,
2019-03,800010100010,C1 - Apalancamiento (en veces),N,8.11,,,,,
2019-03,800010100020,C2 - P�rdida Potencial de Cartera en Situaci�n 2 a 6 (%),P,8.42,,,,,
2019-03,800010100030,C3 - P�rdida Potencial de Cartera en Situaci�n 3 a 6 (%),P,1.11,,,,,
2019-03,800010200090,A9 - Total Cartera Irregular / Total Financiaciones (%),P,3.95,,,,,
2019-03,800010200110,A11 - Cartera Irregular Sector Privado (%),P,3.85,,,,,
2019-03,800010200120,A12 - Participaci�n Cartera Comercial Sector Privado (%),P,56.64,,,,,
2019-03,800010200130,A13 - Participaci�n Cartera Consumo Sector Privado (%),P,43.68,,,,,
2019-03,800010200140,A14 - Previsiones sobre Cartera Irregular Total (%),P,93.22,,,,,
2019-03,800010200160,A16 - Cartera Irregular Consumo Sector Privado (%),P,4.47,,,,,
2019-03,800010200170,A17 - Cartera Irregular Comercial Sector Privado (%),P,3.35,,,,,
2019-03,800010200210,A21 - Posici�n de Previsiones M�nimas (%),P,43.71,,,,,
2019-03,800010201030,AG3 - Importancia de Cartera Vencida del Sector Privado (%),P,2.68,,,,,
2019-03,800010201290,AG29 - Efectivo y Dep�sito en Bancos / Activo (%),P,24.06,,,,,
2019-03,800010300010,E1 - Absorci�n de Gastos de Ad. con Vol�men de Negocio (%),P,4.64,,,,,
2019-03,800010300020,E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),P,69.92,,,,,
2019-03,800010300040,E4 - Dep�sitos por Empleado (en millones de pesos),N,40.04,,,,,
2019-03,800010300050,E5 - Financiaciones por Empleado (en millones de pesos),N,21.29,,,,,
2019-03,800010400010,R1 - Rendimiento Anual del Patrimonio ( ROE) (%),P,42.76,,,,,
2019-03,800010400020,R2 - Rendimiento Ordinario del Patrimonio (%),P,40.53,,,,,
2019-03,800010400080,R8 - Tasa Implicita Pr�stamos Totales (%),P,25.1,,,,,
2019-03,800010400090,R9 - Tasa Implicita Dep�sitos Totales (%),P,14.38,,,,,
2019-03,800010400170,R17 - Gastos en Personal / Gastos de Administraci�n (%),P,57.46,,,,,
2019-03,800010401010,RG1 - Retorno sobre Activos ( ROA) (%),P,4.55,,,,,
2019-03,800010401020,RG2 - Ingresos Financieros Netos / Activo  (%),P,10.14,,,,,
2019-03,800010401030,RG3 - Cargos por Incobrabilidad / Activo  (%),P,1.57,,,,,
2019-03,800010401040,RG4 - Ingresos Netos por Servicios / Activo  (%),P,1.91,,,,,
2019-03,800010401050,RG5 - Gastos de Administraci�n / Activo  (%),P,6.17,,,,,
2019-03,800010401150,RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),P,6.07,,,,,
2019-03,800010500010,L1 - Liquidez Total con Posici�n de Call (%),P,54.24,,,,,
2019-03,800010500080,L8_II - Liquidez Total (%),P,34.59,,,,,
2019-03,800010500090,L9 - Liquidez inmediata (ef. y dep. en bancos + IRM) (%),P,53.18,,,,,
2019-04,800010100010,C1 - Apalancamiento (en veces),N,8.35,,,,,
2019-04,800010100020,C2 - P�rdida Potencial de Cartera en Situaci�n 2 a 6 (%),P,8.64,,,,,
2019-04,800010100030,C3 - P�rdida Potencial de Cartera en Situaci�n 3 a 6 (%),P,1.13,,,,,
2019-04,800010200090,A9 - Total Cartera Irregular / Total Financiaciones (%),P,4.07,,,,,
2019-04,800010200110,A11 - Cartera Irregular Sector Privado (%),P,3.98,,,,,
2019-04,800010200120,A12 - Participaci�n Cartera Comercial Sector Privado (%),P,56.6,,,,,
2019-04,800010200130,A13 - Participaci�n Cartera Consumo Sector Privado (%),P,43.75,,,,,
2019-04,800010200140,A14 - Previsiones sobre Cartera Irregular Total (%),P,93.45,,,,,
2019-04,800010200160,A16 - Cartera Irregular Consumo Sector Privado (%),P,4.6,,,,,
2019-04,800010200170,A17 - Cartera Irregular Comercial Sector Privado (%),P,3.47,,,,,
2019-04,800010200210,A21 - Posici�n de Previsiones M�nimas (%),P,45.61,,,,,
2019-04,800010201030,AG3 - Importancia de Cartera Vencida del Sector Privado (%),P,2.84,,,,,
2019-04,800010201290,AG29 - Efectivo y Dep�sito en Bancos / Activo (%),P,24.57,,,,,
2019-04,800010300010,E1 - Absorci�n de Gastos de Ad. con Vol�men de Negocio (%),P,4.77,,,,,
2019-04,800010300020,E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),P,70.66,,,,,
2019-04,800010300040,E4 - Dep�sitos por Empleado (en millones de pesos),N,40.59,,,,,
2019-04,800010300050,E5 - Financiaciones por Empleado (en millones de pesos),N,21.63,,,,,
2019-04,800010400010,R1 - Rendimiento Anual del Patrimonio ( ROE) (%),P,43.6,,,,,
2019-04,800010400020,R2 - Rendimiento Ordinario del Patrimonio (%),P,41.46,,,,,
2019-04,800010400080,R8 - Tasa Implicita Pr�stamos Totales (%),P,25.52,,,,,
2019-04,800010400090,R9 - Tasa Implicita Dep�sitos Totales (%),P,14.96,,,,,
2019-04,800010400170,R17 - Gastos en Personal / Gastos de Administraci�n (%),P,57.6,,,,,
2019-04,800010401010,RG1 - Retorno sobre Activos ( ROA) (%),P,4.59,,,,,
2019-04,800010401020,RG2 - Ingresos Financieros Netos / Activo  (%),P,10.22,,,,,
2019-04,800010401030,RG3 - Cargos por Incobrabilidad / Activo  (%),P,1.58,,,,,
2019-04,800010401040,RG4 - Ingresos Netos por Servicios / Activo  (%),P,1.9,,,,,
2019-04,800010401050,RG5 - Gastos de Administraci�n / Activo  (%),P,6.18,,,,,
2019-04,800010401150,RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),P,6.2,,,,,
2019-04,800010500010,L1 - Liquidez Total con Posici�n de Call (%),P,56.51,,,,,
2019-04,800010500080,L8_II - Liquidez Total (%),P,35.37,,,,,
2019-04,800010500090,L9 - Liquidez inmediata (ef. y dep. en bancos + IRM) (%),P,56.01,,,,,
2019-05,800010100010,C1 - Apalancamiento (en veces),N,8.2,,,,,
2019-05,800010100020,C2 - P�rdida Potencial de Cartera en Situaci�n 2 a 6 (%),P,8.76,,,,,
2019-05,800010100030,C3 - P�rdida Potencial de Cartera en Situaci�n 3 a 6 (%),P,1.66,,,,,
2019-05,800010200090,A9 - Total Cartera Irregular / Total Financiaciones (%),P,4.35,,,,,
2019-05,800010200110,A11 - Cartera Irregular Sector Privado (%),P,4.28,,,,,
2019-05,800010200120,A12 - Participaci�n Cartera Comercial Sector Privado (%),P,56.43,,,,,
2019-05,800010200130,A13 - Participaci�n Cartera Consumo Sector Privado (%),P,44.11,,,,,
2019-05,800010200140,A14 - Previsiones sobre Cartera Irregular Total (%),P,90.88,,,,,
2019-05,800010200160,A16 - Cartera Irregular Consumo Sector Privado (%),P,4.83,,,,,
2019-05,800010200170,A17 - Cartera Irregular Comercial Sector Privado (%),P,3.8,,,,,
2019-05,800010200210,A21 - Posici�n de Previsiones M�n Sector Priv No Fciero (%),P,41.16,,,,,
2019-05,800010201030,AG3 - Importancia de Cartera Vencida del Sector Privado (%),P,3.07,,,,,
2019-05,800010201290,AG29 - Efectivo y Dep�sito en Bancos / Activo (%),P,24.4,,,,,
2019-05,800010300010,E1 - Absorci�n de Gastos de Ad. con Vol�men de Negocio (%),P,4.87,,,,,
2019-05,800010300020,E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),P,73.73,,,,,
2019-05,800010300040,E4 - Dep�sitos por Empleado (en millones de pesos),N,41.89,,,,,
2019-05,800010300050,E5 - Financiaciones por Empleado (en millones de pesos),N,21.59,,,,,
2019-05,800010400010,R1 - Rendimiento Anual del Patrimonio ( ROE) (%),P,43.93,,,,,
2019-05,800010400020,R2 - Rendimiento Ordinario del Patrimonio (%),P,43.89,,,,,
2019-05,800010400080,R8 - Tasa Implicita Pr�stamos Totales (%),P,26.06,,,,,
2019-05,800010400090,R9 - Tasa Implicita Dep�sitos Totales (%),P,15.69,,,,,
2019-05,800010400170,R17 - Gastos en Personal / Gastos de Administraci�n (%),P,57.71,,,,,
2019-05,800010401010,RG1 - Retorno sobre Activos ( ROA) (%),P,4.59,,,,,
2019-05,800010401020,RG2 - Ingresos Financieros Netos / Activo  (%),P,10.5,,,,,
2019-05,800010401030,RG3 - Cargos por Incobrabilidad / Activo  (%),P,1.58,,,,,
2019-05,800010401040,RG4 - Ingresos Netos por Servicios / Activo  (%),P,1.88,,,,,
2019-05,800010401050,RG5 - Gastos de Administraci�n / Activo  (%),P,6.22,,,,,
2019-05,800010401150,RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),P,6.27,,,,,
2019-05,800010500010,L1 - Liq con titulos c/cotiz + posici�n de call y leliq (%),P,55.61,,,,,
2019-05,800010500080,L8_II - Liquidez con t�tulos con cotiz (%),P,34.25,,,,,
2019-05,800010500090,L9 - Liquidez con leliq y pases (%),P,55.02,,,,,
2019-06,800010100010,C1 - Apalancamiento (en veces),N,7.82,,,,,
2019-06,800010100020,C2 - P�rdida Potencial de Cartera en Situaci�n 2 a 6 (%),P,8.56,,,,,
2019-06,800010100030,C3 - P�rdida Potencial de Cartera en Situaci�n 3 a 6 (%),P,1.47,,,,,
2019-06,800010200090,A9 - Total Cartera Irregular / Total Financiaciones (%),P,4.44,,,,,
2019-06,800010200110,A11 - Cartera Irregular Sector Privado (%),P,4.37,,,,,
2019-06,800010200120,A12 - Participaci�n Cartera Comercial Sector Privado (%),P,56.23,,,,,
2019-06,800010200130,A13 - Participaci�n Cartera Consumo Sector Privado (%),P,44.69,,,,,
2019-06,800010200140,A14 - Previsiones sobre Cartera Irregular Total (%),P,91.73,,,,,
2019-06,800010200160,A16 - Cartera Irregular Consumo Sector Privado (%),P,4.88,,,,,
2019-06,800010200170,A17 - Cartera Irregular Comercial Sector Privado (%),P,3.89,,,,,
2019-06,800010200210,A21 - Posici�n de Previsiones M�n Sector Priv No Fciero (%),P,43.94,,,,,
2019-06,800010201030,AG3 - Importancia de Cartera Vencida del Sector Privado (%),P,3.12,,,,,
2019-06,800010201290,AG29 - Efectivo y Dep�sito en Bancos / Activo (%),P,22.55,,,,,
2019-06,800010300010,E1 - Absorci�n de Gastos de Ad. con Vol�men de Negocio (%),P,5.12,,,,,
2019-06,800010300020,E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),P,74.07,,,,,
2019-06,800010300040,E4 - Dep�sitos por Empleado (en millones de pesos),N,41.24,,,,,
2019-06,800010300050,E5 - Financiaciones por Empleado (en millones de pesos),N,21.34,,,,,
2019-06,800010400010,R1 - Rendimiento Anual del Patrimonio ( ROE) (%),P,43.18,,,,,
2019-06,800010400020,R2 - Rendimiento Ordinario del Patrimonio (%),P,44.51,,,,,
2019-06,800010400080,R8 - Tasa Implicita Pr�stamos Totales (%),P,26.66,,,,,
2019-06,800010400090,R9 - Tasa Implicita Dep�sitos Totales (%),P,16.46,,,,,
2019-06,800010400170,R17 - Gastos en Personal / Gastos de Administraci�n (%),P,57.86,,,,,
2019-06,800010401010,RG1 - Retorno sobre Activos ( ROA) (%),P,4.51,,,,,
2019-06,800010401020,RG2 - Ingresos Financieros Netos / Activo  (%),P,10.66,,,,,
2019-06,800010401030,RG3 - Cargos por Incobrabilidad / Activo  (%),P,1.59,,,,,
2019-06,800010401040,RG4 - Ingresos Netos por Servicios / Activo  (%),P,1.86,,,,,
2019-06,800010401050,RG5 - Gastos de Administraci�n / Activo  (%),P,6.28,,,,,
2019-06,800010401150,RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),P,6.14,,,,,
2019-06,800010500010,L1 - Liq con titulos c/cotiz + posici�n de call y leliq (%),P,56.61,,,,,
2019-06,800010500080,L8_II - Liquidez con t�tulos con cotiz (%),P,32.24,,,,,
2019-06,800010500090,L9 - Liquidez con leliq y pases (%),P,55.71,,,,,
2019-07,800010100010,C1 - Apalancamiento (en veces),N,7.74,,,,,
2019-07,800010100020,C2 - P�rdida Potencial de Cartera en Situaci�n 2 a 6 (%),P,7.51,,,,,
2019-07,800010100030,C3 - P�rdida Potencial de Cartera en Situaci�n 3 a 6 (%),P,1.38,,,,,
2019-07,800010200090,A9 - Total Cartera Irregular / Total Financiaciones (%),P,4.55,,,,,
2019-07,800010200110,A11 - Cartera Irregular Sector Privado (%),P,4.47,,,,,
2019-07,800010200120,A12 - Participaci�n Cartera Comercial Sector Privado (%),P,55.43,,,,,
2019-07,800010200130,A13 - Participaci�n Cartera Consumo Sector Privado (%),P,44.93,,,,,
2019-07,800010200140,A14 - Previsiones sobre Cartera Irregular Total (%),P,92.25,,,,,
2019-07,800010200160,A16 - Cartera Irregular Consumo Sector Privado (%),P,4.78,,,,,
2019-07,800010200170,A17 - Cartera Irregular Comercial Sector Privado (%),P,4.19,,,,,
2019-07,800010200210,A21 - Posici�n de Previsiones M�n Sector Priv No Fciero (%),P,43.84,,,,,
2019-07,800010201030,AG3 - Importancia de Cartera Vencida del Sector Privado (%),P,3.21,,,,,
2019-07,800010201290,AG29 - Efectivo y Dep�sito en Bancos / Activo (%),P,21.35,,,,,
2019-07,800010300010,E1 - Absorci�n de Gastos de Ad. con Vol�men de Negocio (%),P,5.14,,,,,
2019-07,800010300020,E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),P,75.29,,,,,
2019-07,800010300040,E4 - Dep�sitos por Empleado (en millones de pesos),N,42.98,,,,,
2019-07,800010300050,E5 - Financiaciones por Empleado (en millones de pesos),N,21.87,,,,,
2019-07,800010400010,R1 - Rendimiento Anual del Patrimonio ( ROE) (%),P,44.81,,,,,
2019-07,800010400020,R2 - Rendimiento Ordinario del Patrimonio (%),P,45.74,,,,,
2019-07,800010400080,R8 - Tasa Implicita Pr�stamos Totales (%),P,27.02,,,,,
2019-07,800010400090,R9 - Tasa Implicita Dep�sitos Totales (%),P,17.02,,,,,
2019-07,800010400170,R17 - Gastos en Personal / Gastos de Administraci�n (%),P,58.11,,,,,
2019-07,800010401010,RG1 - Retorno sobre Activos ( ROA) (%),P,4.66,,,,,
2019-07,800010401020,RG2 - Ingresos Financieros Netos / Activo  (%),P,10.85,,,,,
2019-07,800010401030,RG3 - Cargos por Incobrabilidad / Activo  (%),P,1.62,,,,,
2019-07,800010401040,RG4 - Ingresos Netos por Servicios / Activo  (%),P,1.85,,,,,
2019-07,800010401050,RG5 - Gastos de Administraci�n / Activo  (%),P,6.32,,,,,
2019-07,800010401150,RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),P,6.22,,,,,
2019-07,800010500010,L1 - Liq con titulos c/cotiz + posici�n de call y leliq (%),P,57.73,,,,,
